,precision,recall,f1-score,support,lr,bs,epoch
joy,0.0,0.0,0.0,151.0,1e-10,16,3
fear,0.0,0.0,0.0,169.0,1e-10,16,3
shame,0.2,0.006369426751592357,0.01234567901234568,157.0,1e-10,16,3
disgust,0.0,0.0,0.0,153.0,1e-10,16,3
guilt,0.0,0.0,0.0,157.0,1e-10,16,3
anger,0.25,0.006622516556291391,0.012903225806451615,151.0,1e-10,16,3
sadness,0.151183970856102,0.9822485207100592,0.2620363062352013,169.0,1e-10,16,3
accuracy,0.15176151761517614,0.15176151761517614,0.15176151761517614,0.15176151761517614,1e-10,16,3
macro avg,0.08588342440801457,0.14217720914542042,0.04104074443628552,1107.0,1e-10,16,3
weighted avg,0.08554660440350609,0.15176151761517614,0.043514719471961595,1107.0,1e-10,16,3
