,precision,recall,f1-score,support,lr,bs,epoch
joy,0.37037037037037035,0.26490066225165565,0.3088803088803089,151.0,0.025000000075,16,9
fear,0.5643564356435643,0.33727810650887574,0.4222222222222222,169.0,0.025000000075,16,9
shame,0.4074074074074074,0.07006369426751592,0.11956521739130434,157.0,0.025000000075,16,9
disgust,0.18518518518518517,0.7516339869281046,0.2971576227390181,153.0,0.025000000075,16,9
guilt,0.25688073394495414,0.17834394904458598,0.2105263157894737,157.0,0.025000000075,16,9
anger,0.3829787234042553,0.23841059602649006,0.2938775510204082,151.0,0.025000000075,16,9
sadness,0.23404255319148937,0.0650887573964497,0.10185185185185186,169.0,0.025000000075,16,9
accuracy,0.26919602529358627,0.26919602529358627,0.26919602529358627,0.26919602529358627,0.025000000075,16,9
macro avg,0.34303162987817515,0.2722456789176682,0.2505830128420839,1107.0,0.025000000075,16,9
weighted avg,0.34445502601512795,0.26919602529358627,0.2501124140487613,1107.0,0.025000000075,16,9
