,precision,recall,f1-score,support,lr,bs,epoch
joy,0.0,0.0,0.0,151.0,1e-10,64,11
fear,0.15037593984962405,0.8284023668639053,0.2545454545454545,169.0,1e-10,64,11
shame,0.09090909090909091,0.10191082802547771,0.09609609609609611,157.0,1e-10,64,11
disgust,0.0,0.0,0.0,153.0,1e-10,64,11
guilt,0.0,0.0,0.0,157.0,1e-10,64,11
anger,0.0,0.0,0.0,151.0,1e-10,64,11
sadness,0.0,0.0,0.0,169.0,1e-10,64,11
accuracy,0.14092140921409213,0.14092140921409213,0.14092140921409213,0.14092140921409213,1e-10,64,11
macro avg,0.034469290108387854,0.13290188498419758,0.050091650091650085,1107.0,1e-10,64,11
weighted avg,0.03585028103641711,0.14092140921409213,0.05248895113393759,1107.0,1e-10,64,11
