,precision,recall,f1-score,support,lr,bs,epoch
joy,0.35537190082644626,0.2847682119205298,0.3161764705882353,151.0,0.05000000005,16,13
fear,0.5714285714285714,0.3076923076923077,0.4,169.0,0.05000000005,16,13
shame,0.23863636363636365,0.1337579617834395,0.17142857142857146,157.0,0.05000000005,16,13
disgust,0.18458781362007168,0.673202614379085,0.28973277074542897,153.0,0.05000000005,16,13
guilt,0.26119402985074625,0.2229299363057325,0.24054982817869414,157.0,0.05000000005,16,13
anger,0.4696969696969697,0.2052980132450331,0.28571428571428575,151.0,0.05000000005,16,13
sadness,0.24489795918367346,0.07100591715976332,0.11009174311926606,169.0,0.05000000005,16,13
accuracy,0.2682926829268293,0.2682926829268293,0.2682926829268293,0.2682926829268293,0.05000000005,16,13
macro avg,0.3322590868918346,0.2712364232122701,0.25909909568206885,1107.0,0.05000000005,16,13
weighted avg,0.3335681033277799,0.2682926829268293,0.25844691188006136,1107.0,0.05000000005,16,13
