,precision,recall,f1-score,support,lr,bs,epoch
joy,0.12649164677804295,0.7019867549668874,0.21435793731041455,151.0,1e-10,16,13
fear,0.0,0.0,0.0,169.0,1e-10,16,13
shame,0.0,0.0,0.0,157.0,1e-10,16,13
disgust,0.0,0.0,0.0,153.0,1e-10,16,13
guilt,0.0,0.0,0.0,157.0,1e-10,16,13
anger,0.11940298507462686,0.2119205298013245,0.15274463007159905,151.0,1e-10,16,13
sadness,0.0,0.0,0.0,169.0,1e-10,16,13
accuracy,0.12466124661246612,0.12466124661246612,0.12466124661246612,0.12466124661246612,1e-10,16,13
macro avg,0.0351278045503814,0.130558183538316,0.052443223911716234,1107.0,1e-10,16,13
weighted avg,0.03354118284530545,0.12466124661246612,0.050074514611277376,1107.0,1e-10,16,13
