,precision,recall,f1-score,support,lr,bs,epoch
joy,0.0,0.0,0.0,151.0,0.08750000001250001,32,13
fear,0.0,0.0,0.0,169.0,0.08750000001250001,32,13
shame,0.0,0.0,0.0,157.0,0.08750000001250001,32,13
disgust,0.1383363471971067,1.0,0.24305003971405878,153.0,0.08750000001250001,32,13
guilt,0.0,0.0,0.0,157.0,0.08750000001250001,32,13
anger,0.0,0.0,0.0,151.0,0.08750000001250001,32,13
sadness,0.0,0.0,0.0,169.0,0.08750000001250001,32,13
accuracy,0.13821138211382114,0.13821138211382114,0.13821138211382114,0.13821138211382114,0.08750000001250001,32,13
macro avg,0.019762335313872385,0.14285714285714285,0.03472143424486554,1107.0,0.08750000001250001,32,13
weighted avg,0.019119657742689544,0.13821138211382114,0.033592281911699176,1107.0,0.08750000001250001,32,13
