,precision,recall,f1-score,support,lr,bs,epoch
joy,0.3619047619047619,0.25165562913907286,0.296875,151.0,0.01250000008749999,64,11
fear,0.5384615384615384,0.33136094674556216,0.4102564102564103,169.0,0.01250000008749999,64,11
shame,0.5454545454545454,0.03821656050955414,0.07142857142857142,157.0,0.01250000008749999,64,11
disgust,0.16596931659693165,0.7777777777777778,0.27356321839080455,153.0,0.01250000008749999,64,11
guilt,0.2916666666666667,0.08917197452229299,0.13658536585365855,157.0,0.01250000008749999,64,11
anger,0.5076923076923077,0.2185430463576159,0.3055555555555555,151.0,0.01250000008749999,64,11
sadness,0.22807017543859648,0.07692307692307693,0.11504424778761062,169.0,0.01250000008749999,64,11
accuracy,0.25203252032520324,0.25203252032520324,0.25203252032520324,0.25203252032520324,0.01250000008749999,64,11
macro avg,0.3770313303164783,0.2548070017107075,0.22990119561037298,1107.0,0.01250000008749999,64,11
weighted avg,0.37730293848296403,0.25203252032520324,0.22968038452161846,1107.0,0.01250000008749999,64,11
