,precision,recall,f1-score,support,lr,bs,epoch
joy,0.41975308641975306,0.2251655629139073,0.29310344827586204,151.0,0.025000000075,64,13
fear,0.6730769230769231,0.20710059171597633,0.3167420814479638,169.0,0.025000000075,64,13
shame,1.0,0.03184713375796178,0.0617283950617284,157.0,0.025000000075,64,13
disgust,0.16389548693586697,0.9019607843137255,0.2773869346733668,153.0,0.025000000075,64,13
guilt,0.2564102564102564,0.06369426751592357,0.10204081632653061,157.0,0.025000000075,64,13
anger,0.7575757575757576,0.16556291390728478,0.27173913043478265,151.0,0.025000000075,64,13
sadness,0.2,0.0650887573964497,0.09821428571428573,169.0,0.025000000075,64,13
accuracy,0.23306233062330622,0.23306233062330622,0.23306233062330622,0.23306233062330622,0.025000000075,64,13
macro avg,0.49581593005979385,0.23720285878874695,0.20299358456207434,1107.0,0.025000000075,64,13
weighted avg,0.4947236451679494,0.23306233062330622,0.2019609960512279,1107.0,0.025000000075,64,13
