,precision,recall,f1-score,support,lr,bs,epoch
joy,0.3508771929824561,0.26490066225165565,0.3018867924528302,151.0,0.01250000008749999,32,7
fear,0.5196078431372549,0.3136094674556213,0.3911439114391144,169.0,0.01250000008749999,32,7
shame,1.0,0.03821656050955414,0.07361963190184048,157.0,0.01250000008749999,32,7
disgust,0.18325434439178515,0.7581699346405228,0.29516539440203565,153.0,0.01250000008749999,32,7
guilt,0.27586206896551724,0.10191082802547771,0.1488372093023256,157.0,0.01250000008749999,32,7
anger,0.3082191780821918,0.2980132450331126,0.30303030303030304,151.0,0.01250000008749999,32,7
sadness,0.22916666666666666,0.0650887573964497,0.10138248847926268,169.0,0.01250000008749999,32,7
accuracy,0.25925925925925924,0.25925925925925924,0.25925925925925924,0.25925925925925924,0.01250000008749999,32,7
macro avg,0.40956961346083887,0.2628442079017706,0.23072367585824455,1107.0,0.01250000008749999,32,7
weighted avg,0.41049205393600174,0.25925925925925924,0.23005011058421354,1107.0,0.01250000008749999,32,7
