,precision,recall,f1-score,support,lr,bs,epoch
joy,0.3761467889908257,0.271523178807947,0.3153846153846154,151.0,0.0375000000625,16,11
fear,0.5544554455445545,0.33136094674556216,0.41481481481481486,169.0,0.0375000000625,16,11
shame,0.2830188679245283,0.09554140127388536,0.14285714285714285,157.0,0.0375000000625,16,11
disgust,0.1877076411960133,0.738562091503268,0.2993377483443709,153.0,0.0375000000625,16,11
guilt,0.27102803738317754,0.18471337579617833,0.21969696969696967,157.0,0.0375000000625,16,11
anger,0.41975308641975306,0.2251655629139073,0.29310344827586204,151.0,0.0375000000625,16,11
sadness,0.2222222222222222,0.07100591715976332,0.10762331838565023,169.0,0.0375000000625,16,11
accuracy,0.27100271002710025,0.27100271002710025,0.27100271002710025,0.27100271002710025,0.0375000000625,16,11
macro avg,0.3306188699544392,0.2739817820286445,0.25611686539420375,1107.0,0.0375000000625,16,11
weighted avg,0.3316567662835434,0.27100271002710025,0.255549605502525,1107.0,0.0375000000625,16,11
