,precision,recall,f1-score,support,lr,bs,epoch
joy,1.0,0.039735099337748346,0.07643312101910829,151.0,0.075000000025,32,13
fear,0.75,0.01775147928994083,0.034682080924855495,169.0,0.075000000025,32,13
shame,0.0,0.0,0.0,157.0,0.075000000025,32,13
disgust,0.0,0.0,0.0,153.0,0.075000000025,32,13
guilt,0.0,0.0,0.0,157.0,0.075000000025,32,13
anger,0.0,0.0,0.0,151.0,0.075000000025,32,13
sadness,0.1541970802919708,1.0,0.2671936758893281,169.0,0.075000000025,32,13
accuracy,0.16079494128274616,0.16079494128274616,0.16079494128274616,0.16079494128274616,0.075000000025,32,13
macro avg,0.2720281543274244,0.15106951123252704,0.054044125404755984,1107.0,0.075000000025,32,13
weighted avg,0.27444381803915363,0.16079494128274616,0.056511656888421295,1107.0,0.075000000025,32,13
