,precision,recall,f1-score,support,lr,bs,epoch
joy,0.0,0.0,0.0,151.0,1e-10,16,7
fear,0.0,0.0,0.0,169.0,1e-10,16,7
shame,0.25,0.01910828025477707,0.03550295857988166,157.0,1e-10,16,7
disgust,0.0,0.0,0.0,153.0,1e-10,16,7
guilt,0.0,0.0,0.0,157.0,1e-10,16,7
anger,0.13789954337899543,1.0,0.24237560192616373,151.0,1e-10,16,7
sadness,0.0,0.0,0.0,169.0,1e-10,16,7
accuracy,0.13911472448057813,0.13911472448057813,0.13911472448057813,0.13911472448057813,1e-10,16,7
macro avg,0.05541422048271364,0.14558689717925385,0.03969693721514934,1107.0,1e-10,16,7
weighted avg,0.05426633337870669,0.13911472448057813,0.03809636891408504,1107.0,1e-10,16,7
