,precision,recall,f1-score,support,lr,bs,epoch
joy,0.37,0.24503311258278146,0.29482071713147406,151.0,0.01250000008749999,64,7
fear,0.5476190476190477,0.27218934911242604,0.36363636363636365,169.0,0.01250000008749999,64,7
shame,0.8571428571428571,0.03821656050955414,0.07317073170731707,157.0,0.01250000008749999,64,7
disgust,0.16881443298969073,0.8562091503267973,0.2820236813778257,153.0,0.01250000008749999,64,7
guilt,0.275,0.07006369426751592,0.11167512690355332,157.0,0.01250000008749999,64,7
anger,0.6078431372549019,0.2052980132450331,0.30693069306930687,151.0,0.01250000008749999,64,7
sadness,0.1836734693877551,0.05325443786982249,0.08256880733944955,169.0,0.01250000008749999,64,7
accuracy,0.24480578139114725,0.24480578139114725,0.24480578139114725,0.24480578139114725,0.01250000008749999,64,7
macro avg,0.43001327777060755,0.24860918827341863,0.21640373159504148,1107.0,0.01250000008749999,64,7
weighted avg,0.4289230225099287,0.24480578139114725,0.21539616972714032,1107.0,0.01250000008749999,64,7
