,precision,recall,f1-score,support,lr,bs,epoch
joy,0.6601307189542484,0.6688741721854304,0.6644736842105262,151.0,0.0375000000625,32,3
fear,0.6762589928057554,0.5562130177514792,0.6103896103896104,169.0,0.0375000000625,32,3
shame,0.3208955223880597,0.5477707006369427,0.40470588235294114,157.0,0.0375000000625,32,3
disgust,0.5031446540880503,0.5228758169934641,0.5128205128205129,153.0,0.0375000000625,32,3
guilt,0.3620689655172414,0.535031847133758,0.4318766066838046,157.0,0.0375000000625,32,3
anger,0.6363636363636364,0.09271523178807947,0.16184971098265896,151.0,0.0375000000625,32,3
sadness,0.7313432835820896,0.5798816568047337,0.6468646864686468,169.0,0.0375000000625,32,3
accuracy,0.5031616982836495,0.5031616982836495,0.5031616982836495,0.5031616982836495,0.0375000000625,32,3
macro avg,0.5557436819570116,0.5004803490419839,0.4904258134155287,1107.0,0.0375000000625,32,3
weighted avg,0.5581409115078143,0.5031616982836495,0.4941786793889106,1107.0,0.0375000000625,32,3
