,precision,recall,f1-score,support,lr,bs,epoch
joy,0.0,0.0,0.0,151.0,0.0375000000625,64,1
fear,0.15349682107175294,1.0,0.26614173228346455,169.0,0.0375000000625,64,1
shame,0.0,0.0,0.0,157.0,0.0375000000625,64,1
disgust,0.0,0.0,0.0,153.0,0.0375000000625,64,1
guilt,0.5,0.006369426751592357,0.012578616352201259,157.0,0.0375000000625,64,1
anger,0.25,0.006622516556291391,0.012903225806451615,151.0,0.0375000000625,64,1
sadness,0.0,0.0,0.0,169.0,0.0375000000625,64,1
accuracy,0.15447154471544716,0.15447154471544716,0.15447154471544716,0.15447154471544716,0.0375000000625,64,1
macro avg,0.12907097443882184,0.1447131347582691,0.0416605106345882,1107.0,0.0375000000625,64,1
weighted avg,0.12844712083209234,0.15447154471544716,0.0441745100451448,1107.0,0.0375000000625,64,1
