,precision,recall,f1-score,support,lr,bs,epoch
joy,1.0,0.039735099337748346,0.07643312101910829,151.0,0.1,16,1
fear,0.19230769230769232,0.029585798816568046,0.05128205128205127,169.0,0.1,16,1
shame,0.1462715105162524,0.9745222929936306,0.25436408977556113,157.0,0.1,16,1
disgust,0.2,0.0196078431372549,0.03571428571428571,153.0,0.1,16,1
guilt,1.0,0.006369426751592357,0.012658227848101266,157.0,0.1,16,1
anger,0.0,0.0,0.0,151.0,0.1,16,1
sadness,1.0,0.07692307692307693,0.14285714285714288,169.0,0.1,16,1
accuracy,0.16350496838301717,0.16350496838301717,0.16350496838301717,0.16350496838301717,0.1,16,1
macro avg,0.5055113146891349,0.1638205054228387,0.08190127407089294,1107.0,0.1,16,1
weighted avg,0.5086401329277792,0.16350496838301717,0.08287056428600711,1107.0,0.1,16,1
