,precision,recall,f1-score,support,lr,bs,epoch
joy,0.6101694915254238,0.7152317880794702,0.6585365853658537,151.0,0.05000000005,16,9
fear,0.6971830985915493,0.5857988165680473,0.6366559485530546,169.0,0.05000000005,16,9
shame,0.3244274809160305,0.5414012738853503,0.405727923627685,157.0,0.05000000005,16,9
disgust,0.4540229885057471,0.5163398692810458,0.48318042813455664,153.0,0.05000000005,16,9
guilt,0.5294117647058824,0.28662420382165604,0.371900826446281,157.0,0.05000000005,16,9
anger,0.4444444444444444,0.26490066225165565,0.33195020746887965,151.0,0.05000000005,16,9
sadness,0.576271186440678,0.6035502958579881,0.5895953757225433,169.0,0.05000000005,16,9
accuracy,0.5040650406504065,0.5040650406504065,0.5040650406504065,0.5040650406504065,0.05000000005,16,9
macro avg,0.519418636447108,0.5019781299636019,0.49679247075983624,1107.0,0.05000000005,16,9
weighted avg,0.5221126985599965,0.5040650406504065,0.4993805770431984,1107.0,0.05000000005,16,9
