,precision,recall,f1-score,support,lr,bs,epoch
joy,0.13689936536718042,1.0,0.240829346092504,151.0,1e-10,32,7
fear,0.0,0.0,0.0,169.0,1e-10,32,7
shame,0.0,0.0,0.0,157.0,1e-10,32,7
disgust,0.0,0.0,0.0,153.0,1e-10,32,7
guilt,0.0,0.0,0.0,157.0,1e-10,32,7
anger,0.0,0.0,0.0,151.0,1e-10,32,7
sadness,0.0,0.0,0.0,169.0,1e-10,32,7
accuracy,0.13640469738030714,0.13640469738030714,0.13640469738030714,0.13640469738030714,1e-10,32,7
macro avg,0.019557052195311488,0.14285714285714285,0.034404192298929145,1107.0,1e-10,32,7
weighted avg,0.018673716504466344,0.13640469738030714,0.032850254074045265,1107.0,1e-10,32,7
