,precision,recall,f1-score,support,lr,bs,epoch
joy,0.6809815950920245,0.7350993377483444,0.7070063694267515,151.0,0.075000000025,16,9
fear,0.6917293233082706,0.5443786982248521,0.609271523178808,169.0,0.075000000025,16,9
shame,0.29239766081871343,0.6369426751592356,0.4008016032064128,157.0,0.075000000025,16,9
disgust,0.5433070866141733,0.45098039215686275,0.4928571428571428,153.0,0.075000000025,16,9
guilt,0.5145631067961165,0.3375796178343949,0.40769230769230774,157.0,0.075000000025,16,9
anger,0.45714285714285713,0.31788079470198677,0.375,151.0,0.075000000025,16,9
sadness,0.7089552238805971,0.5621301775147929,0.627062706270627,169.0,0.075000000025,16,9
accuracy,0.5130984643179766,0.5130984643179766,0.5130984643179766,0.5130984643179766,0.075000000025,16,9
macro avg,0.5555824076646789,0.5121416704772099,0.5170988075188643,1107.0,0.075000000025,16,9
weighted avg,0.5586190655193157,0.5130984643179766,0.5191184583817849,1107.0,0.075000000025,16,9
