,precision,recall,f1-score,support,lr,bs,epoch
joy,0.6666666666666666,0.6887417218543046,0.6775244299674268,151.0,0.05000000005,16,13
fear,0.6020942408376964,0.6804733727810651,0.638888888888889,169.0,0.05000000005,16,13
shame,0.47368421052631576,0.4012738853503185,0.43448275862068964,157.0,0.05000000005,16,13
disgust,0.3684210526315789,0.5490196078431373,0.4409448818897638,153.0,0.05000000005,16,13
guilt,0.4411764705882353,0.28662420382165604,0.34749034749034746,157.0,0.05000000005,16,13
anger,0.3973509933774834,0.3973509933774834,0.39735099337748336,151.0,0.05000000005,16,13
sadness,0.6301369863013698,0.5443786982248521,0.5841269841269842,169.0,0.05000000005,16,13
accuracy,0.5085817524841915,0.5085817524841915,0.5085817524841915,0.5085817524841915,0.05000000005,16,13
macro avg,0.5113615172756208,0.5068374976075453,0.5029727549087977,1107.0,0.05000000005,16,13
weighted avg,0.513925286396373,0.5085817524841915,0.5051763469316447,1107.0,0.05000000005,16,13
