,precision,recall,f1-score,support,lr,bs,epoch
joy,0.5988023952095808,0.6622516556291391,0.6289308176100629,151.0,0.0375000000625,16,1
fear,0.6234567901234568,0.5976331360946746,0.6102719033232629,169.0,0.0375000000625,16,1
shame,0.32075471698113206,0.5414012738853503,0.40284360189573454,157.0,0.0375000000625,16,1
disgust,0.42780748663101603,0.5228758169934641,0.47058823529411764,153.0,0.0375000000625,16,1
guilt,0.45454545454545453,0.3503184713375796,0.39568345323741005,157.0,0.0375000000625,16,1
anger,0.43010752688172044,0.26490066225165565,0.32786885245901637,151.0,0.0375000000625,16,1
sadness,0.75,0.4970414201183432,0.5978647686832741,169.0,0.0375000000625,16,1
accuracy,0.49232158988256547,0.49232158988256547,0.49232158988256547,0.49232158988256547,0.0375000000625,16,1
macro avg,0.5150677671960515,0.4909174909014581,0.49057880464326836,1107.0,0.0375000000625,16,1
weighted avg,0.5191113533431528,0.49232158988256547,0.49324353695161643,1107.0,0.0375000000625,16,1
