,precision,recall,f1-score,support,lr,bs,epoch
joy,0.6709677419354839,0.6887417218543046,0.6797385620915033,151.0,0.025000000075,16,13
fear,0.6521739130434783,0.621301775147929,0.6363636363636362,169.0,0.025000000075,16,13
shame,0.4367816091954023,0.4840764331210191,0.459214501510574,157.0,0.025000000075,16,13
disgust,0.4036697247706422,0.5751633986928104,0.4743935309973046,153.0,0.025000000075,16,13
guilt,0.5444444444444444,0.31210191082802546,0.39676113360323884,157.0,0.025000000075,16,13
anger,0.3904109589041096,0.37748344370860926,0.38383838383838387,151.0,0.025000000075,16,13
sadness,0.6073619631901841,0.5857988165680473,0.5963855421686747,169.0,0.025000000075,16,13
accuracy,0.5221318879855466,0.5221318879855466,0.5221318879855466,0.5221318879855466,0.025000000075,16,13
macro avg,0.5294014793548207,0.5206667857029635,0.5180993272247593,1107.0,0.025000000075,16,13
weighted avg,0.5320178005615462,0.5221318879855466,0.5202394895779854,1107.0,0.025000000075,16,13
