,precision,recall,f1-score,support,lr,bs,epoch
joy,0.5571428571428572,0.7748344370860927,0.6481994459833795,151.0,0.05000000005,32,9
fear,0.7326732673267327,0.4378698224852071,0.5481481481481482,169.0,0.05000000005,32,9
shame,0.4732824427480916,0.39490445859872614,0.4305555555555556,157.0,0.05000000005,32,9
disgust,0.487012987012987,0.49019607843137253,0.488599348534202,153.0,0.05000000005,32,9
guilt,0.3842364532019704,0.4968152866242038,0.4333333333333333,157.0,0.05000000005,32,9
anger,0.4925373134328358,0.2185430463576159,0.30275229357798167,151.0,0.05000000005,32,9
sadness,0.46887966804979253,0.6686390532544378,0.5512195121951219,169.0,0.05000000005,32,9
accuracy,0.4986449864498645,0.4986449864498645,0.4986449864498645,0.4986449864498645,0.05000000005,32,9
macro avg,0.513680712702181,0.4974003118339509,0.48611537676110317,1107.0,0.05000000005,32,9
weighted avg,0.5155443590900715,0.4986449864498645,0.48759991251406204,1107.0,0.05000000005,32,9
