,precision,recall,f1-score,support,lr,bs,epoch
joy,0.6166666666666667,0.7350993377483444,0.6706948640483384,151.0,0.0375000000625,32,13
fear,0.5550239234449761,0.6863905325443787,0.6137566137566137,169.0,0.0375000000625,32,13
shame,0.43506493506493504,0.4267515923566879,0.43086816720257237,157.0,0.0375000000625,32,13
disgust,0.455026455026455,0.5620915032679739,0.502923976608187,153.0,0.0375000000625,32,13
guilt,0.49193548387096775,0.3885350318471338,0.43416370106761565,157.0,0.0375000000625,32,13
anger,0.4117647058823529,0.32450331125827814,0.362962962962963,151.0,0.0375000000625,32,13
sadness,0.6893939393939394,0.5384615384615384,0.6046511627906977,169.0,0.0375000000625,32,13
accuracy,0.5248419150858176,0.5248419150858176,0.5248419150858176,0.5248419150858176,0.0375000000625,32,13
macro avg,0.5221251584786132,0.5231189782120479,0.5171459212052841,1107.0,0.0375000000625,32,13
weighted avg,0.5246231883167689,0.5248419150858176,0.51919658342789,1107.0,0.0375000000625,32,13
