,precision,recall,f1-score,support,lr,bs,epoch
joy,0.620253164556962,0.6490066225165563,0.6343042071197411,151.0,0.05000000005,16,1
fear,0.7647058823529411,0.46153846153846156,0.5756457564575646,169.0,0.05000000005,16,1
shame,0.30584192439862545,0.5668789808917197,0.39732142857142855,157.0,0.05000000005,16,1
disgust,0.4449760765550239,0.6078431372549019,0.5138121546961326,153.0,0.05000000005,16,1
guilt,0.40522875816993464,0.39490445859872614,0.39999999999999997,157.0,0.05000000005,16,1
anger,0.453125,0.19205298013245034,0.26976744186046514,151.0,0.05000000005,16,1
sadness,0.7307692307692307,0.5621301775147929,0.6354515050167223,169.0,0.05000000005,16,1
accuracy,0.4914182475158085,0.4914182475158085,0.4914182475158085,0.4914182475158085,0.05000000005,16,1
macro avg,0.5321285766861025,0.490622116921087,0.4894717848174363,1107.0,0.05000000005,16,1
weighted avg,0.5370685039222501,0.4914182475158085,0.4923062151213986,1107.0,0.05000000005,16,1
