,precision,recall,f1-score,support,lr,bs,epoch
joy,0.59375,0.7549668874172185,0.6647230320699709,151.0,0.0375000000625,32,7
fear,0.5863874345549738,0.6627218934911243,0.6222222222222222,169.0,0.0375000000625,32,7
shame,0.4020618556701031,0.4968152866242038,0.4444444444444445,157.0,0.0375000000625,32,7
disgust,0.41422594142259417,0.6470588235294118,0.5051020408163266,153.0,0.0375000000625,32,7
guilt,0.6226415094339622,0.21019108280254778,0.3142857142857143,157.0,0.0375000000625,32,7
anger,0.5068493150684932,0.24503311258278146,0.33035714285714285,151.0,0.0375000000625,32,7
sadness,0.6181818181818182,0.6035502958579881,0.6107784431137725,169.0,0.0375000000625,32,7
accuracy,0.5194218608852755,0.5194218608852755,0.5194218608852755,0.5194218608852755,0.0375000000625,32,7
macro avg,0.5348711249045636,0.5171910546150394,0.49884471997279917,1107.0,0.0375000000625,32,7
weighted avg,0.536601352887855,0.5194218608852755,0.5013870515097653,1107.0,0.0375000000625,32,7
