,precision,recall,f1-score,support,lr,bs,epoch
joy,0.5229885057471264,0.6026490066225165,0.5599999999999999,151.0,0.01250000008749999,32,1
fear,0.41134751773049644,0.6863905325443787,0.5144124168514412,169.0,0.01250000008749999,32,1
shame,0.5384615384615384,0.17834394904458598,0.2679425837320574,157.0,0.01250000008749999,32,1
disgust,0.4025974025974026,0.40522875816993464,0.40390879478827363,153.0,0.01250000008749999,32,1
guilt,0.38181818181818183,0.267515923566879,0.31460674157303375,157.0,0.01250000008749999,32,1
anger,0.2862903225806452,0.47019867549668876,0.3558897243107769,151.0,0.01250000008749999,32,1
sadness,0.8045977011494253,0.41420118343195267,0.546875,169.0,0.01250000008749999,32,1
accuracy,0.43360433604336046,0.43360433604336046,0.43360433604336046,0.43360433604336046,0.01250000008749999,32,1
macro avg,0.47830016715497375,0.4320754326967052,0.4233764658936547,1107.0,0.01250000008749999,32,1
weighted avg,0.4821835264223297,0.43360433604336046,0.4253976616931582,1107.0,0.01250000008749999,32,1
