,precision,recall,f1-score,support,lr,bs,epoch
joy,0.5,0.695364238410596,0.5817174515235457,151.0,0.025000000075,64,7
fear,0.8596491228070176,0.28994082840236685,0.4336283185840708,169.0,0.025000000075,64,7
shame,0.0,0.0,0.0,157.0,0.025000000075,64,7
disgust,0.1966053748231966,0.9084967320261438,0.3232558139534884,153.0,0.025000000075,64,7
guilt,0.4878048780487805,0.12738853503184713,0.20202020202020204,157.0,0.025000000075,64,7
anger,0.0,0.0,0.0,151.0,0.025000000075,64,7
sadness,0.8222222222222222,0.4378698224852071,0.5714285714285715,169.0,0.025000000075,64,7
accuracy,0.34959349593495936,0.34959349593495936,0.34959349593495936,0.34959349593495936,0.025000000075,64,7
macro avg,0.40946879970017375,0.35129430805088013,0.3017214796442684,1107.0,0.025000000075,64,7
weighted avg,0.42132090832118263,0.34959349593495936,0.30611496011223793,1107.0,0.025000000075,64,7
