,precision,recall,f1-score,support,lr,bs,epoch
joy,0.577639751552795,0.6158940397350994,0.5961538461538463,151.0,0.025000000075,32,1
fear,0.38011695906432746,0.7692307692307693,0.5088062622309197,169.0,0.025000000075,32,1
shame,0.4752475247524752,0.3057324840764331,0.37209302325581395,157.0,0.025000000075,32,1
disgust,0.6896551724137931,0.13071895424836602,0.2197802197802198,153.0,0.025000000075,32,1
guilt,0.3068181818181818,0.5159235668789809,0.3847980997624703,157.0,0.025000000075,32,1
anger,0.37777777777777777,0.33774834437086093,0.35664335664335667,151.0,0.025000000075,32,1
sadness,0.8666666666666667,0.38461538461538464,0.5327868852459017,169.0,0.025000000075,32,1
accuracy,0.4408310749774164,0.4408310749774164,0.4408310749774164,0.4408310749774164,0.025000000075,32,1
macro avg,0.5248460048637167,0.4371233633079849,0.4244373847246469,1107.0,0.025000000075,32,1
weighted avg,0.5268979557257073,0.4408310749774164,0.42670270956296724,1107.0,0.025000000075,32,1
