,precision,recall,f1-score,support,lr,bs,epoch
joy,0.581081081081081,0.5695364238410596,0.5752508361204014,151.0,0.025000000075,64,5
fear,0.7380952380952381,0.1834319526627219,0.2938388625592417,169.0,0.025000000075,64,5
shame,0.0,0.0,0.0,157.0,0.025000000075,64,5
disgust,0.18361955085865259,0.9084967320261438,0.3054945054945055,153.0,0.025000000075,64,5
guilt,0.27941176470588236,0.12101910828025478,0.1688888888888889,157.0,0.025000000075,64,5
anger,0.3333333333333333,0.006622516556291391,0.012987012987012988,151.0,0.025000000075,64,5
sadness,0.7865168539325843,0.41420118343195267,0.5426356589147286,169.0,0.025000000075,64,5
accuracy,0.31255645889792233,0.31255645889792233,0.31255645889792233,0.31255645889792233,0.025000000075,64,5
macro avg,0.4145796888581103,0.31475827382834626,0.2712993949949684,1107.0,0.025000000075,64,5
weighted avg,0.42249092906005054,0.31255645889792233,0.27411411403842406,1107.0,0.025000000075,64,5
