,precision,recall,f1-score,support,lr,bs,epoch
joy,0.6888888888888889,0.6158940397350994,0.6503496503496504,151.0,0.08750000001250001,16,5
fear,0.75,0.4970414201183432,0.5978647686832741,169.0,0.08750000001250001,16,5
shame,0.32142857142857145,0.5159235668789809,0.3960880195599022,157.0,0.08750000001250001,16,5
disgust,0.42,0.5490196078431373,0.47592067988668557,153.0,0.08750000001250001,16,5
guilt,0.6129032258064516,0.24203821656050956,0.3470319634703196,157.0,0.08750000001250001,16,5
anger,0.42857142857142855,0.2781456953642384,0.3373493975903615,151.0,0.08750000001250001,16,5
sadness,0.4475806451612903,0.6568047337278107,0.5323741007194245,169.0,0.08750000001250001,16,5
accuracy,0.48148148148148145,0.48148148148148145,0.48148148148148145,0.48148148148148145,0.08750000001250001,16,5
macro avg,0.5241961085509472,0.4792667543183028,0.4767112257513739,1107.0,0.08750000001250001,16,5
weighted avg,0.5258154734730485,0.48148148148148145,0.4784450104122905,1107.0,0.08750000001250001,16,5
