,precision,recall,f1-score,support,lr,bs,epoch
joy,0.0,0.0,0.0,151.0,1e-10,16,9
fear,0.0,0.0,0.0,169.0,1e-10,16,9
shame,0.0,0.0,0.0,157.0,1e-10,16,9
disgust,0.0,0.0,0.0,153.0,1e-10,16,9
guilt,0.14181818181818182,0.9936305732484076,0.24821002386634844,157.0,1e-10,16,9
anger,0.0,0.0,0.0,151.0,1e-10,16,9
sadness,0.4,0.011834319526627219,0.022988505747126436,169.0,1e-10,16,9
accuracy,0.14272809394760613,0.14272809394760613,0.14272809394760613,0.14272809394760613,1e-10,16,9
macro avg,0.0774025974025974,0.143637841825005,0.03874264708763927,1107.0,1e-10,16,9
weighted avg,0.0811792723987846,0.14272809394760613,0.03871186198580043,1107.0,1e-10,16,9
