,precision,recall,f1-score,support,lr,bs,epoch
joy,0.6625766871165644,0.7152317880794702,0.6878980891719746,151.0,0.01250000008749999,64,11
fear,0.488,0.7218934911242604,0.5823389021479712,169.0,0.01250000008749999,64,11
shame,0.4461538461538462,0.36942675159235666,0.4041811846689895,157.0,0.01250000008749999,64,11
disgust,0.34843205574912894,0.6535947712418301,0.45454545454545453,153.0,0.01250000008749999,64,11
guilt,0.5204081632653061,0.3248407643312102,0.4000000000000001,157.0,0.01250000008749999,64,11
anger,0.575,0.152317880794702,0.24083769633507854,151.0,0.01250000008749999,64,11
sadness,0.6762589928057554,0.5562130177514792,0.6103896103896104,169.0,0.01250000008749999,64,11
accuracy,0.5022583559168925,0.5022583559168925,0.5022583559168925,0.5022583559168925,0.01250000008749999,64,11
macro avg,0.5309756778700859,0.4990740664164727,0.4828844196084398,1107.0,0.01250000008749999,64,11
weighted avg,0.5317924024816599,0.5022583559168925,0.4856478073793155,1107.0,0.01250000008749999,64,11
