,precision,recall,f1-score,support,lr,bs,epoch
joy,0.0,0.0,0.0,151.0,1e-10,16,11
fear,0.0,0.0,0.0,169.0,1e-10,16,11
shame,0.0,0.0,0.0,157.0,1e-10,16,11
disgust,0.1951219512195122,0.05228758169934641,0.08247422680412371,153.0,1e-10,16,11
guilt,0.13443396226415094,0.3630573248407643,0.19621342512908777,157.0,1e-10,16,11
anger,0.13544018058690746,0.3973509933774834,0.20202020202020202,151.0,1e-10,16,11
sadness,0.135678391959799,0.15976331360946747,0.14673913043478262,169.0,1e-10,16,11
accuracy,0.13730803974706413,0.13730803974706413,0.13730803974706413,0.13730803974706413,1e-10,16,11
macro avg,0.08581064086148138,0.13892274478958025,0.08963528348402802,1107.0,1e-10,16,11
weighted avg,0.08522213741814465,0.13730803974706413,0.089185210474098,1107.0,1e-10,16,11
