,precision,recall,f1-score,support,lr,bs,epoch
joy,0.0,0.0,0.0,151.0,0.08750000001250001,32,11
fear,0.0,0.0,0.0,169.0,0.08750000001250001,32,11
shame,0.0,0.0,0.0,157.0,0.08750000001250001,32,11
disgust,0.0,0.0,0.0,153.0,0.08750000001250001,32,11
guilt,0.0,0.0,0.0,157.0,0.08750000001250001,32,11
anger,0.1403180542563143,0.9933774834437086,0.24590163934426226,151.0,0.08750000001250001,32,11
sadness,0.9,0.15976331360946747,0.271356783919598,169.0,0.08750000001250001,32,11
accuracy,0.15989159891598917,0.15989159891598917,0.15989159891598917,0.15989159891598917,0.08750000001250001,32,11
macro avg,0.1486168648937592,0.16473439957902514,0.07389406046626576,1107.0,0.08750000001250001,32,11
weighted avg,0.1565384157115659,0.15989159891598917,0.07496878412230865,1107.0,0.08750000001250001,32,11
