,precision,recall,f1-score,support,lr,bs,epoch
joy,0.631578947368421,0.7152317880794702,0.6708074534161491,151.0,0.0625000000375,16,7
fear,0.7058823529411765,0.5680473372781065,0.6295081967213115,169.0,0.0625000000375,16,7
shame,0.3225806451612903,0.5095541401273885,0.3950617283950617,157.0,0.0625000000375,16,7
disgust,0.4043478260869565,0.6078431372549019,0.4856396866840731,153.0,0.0625000000375,16,7
guilt,0.5047619047619047,0.3375796178343949,0.40458015267175573,157.0,0.0625000000375,16,7
anger,0.5087719298245614,0.19205298013245034,0.27884615384615385,151.0,0.0625000000375,16,7
sadness,0.64375,0.6094674556213018,0.6261398176291794,169.0,0.0625000000375,16,7
accuracy,0.5076784101174345,0.5076784101174345,0.5076784101174345,0.5076784101174345,0.0625000000375,16,7
macro avg,0.5316676580206157,0.505682350904002,0.4986547413376692,1107.0,0.0625000000375,16,7
weighted avg,0.5348137740130489,0.5076784101174345,0.5017604846540147,1107.0,0.0625000000375,16,7
