,precision,recall,f1-score,support,lr,bs,epoch
joy,0.5,0.006622516556291391,0.0130718954248366,151.0,0.1,32,7
fear,0.15294117647058825,1.0,0.2653061224489796,169.0,0.1,32,7
shame,0.0,0.0,0.0,157.0,0.1,32,7
disgust,0.0,0.0,0.0,153.0,0.1,32,7
guilt,0.0,0.0,0.0,157.0,0.1,32,7
anger,0.0,0.0,0.0,151.0,0.1,32,7
sadness,0.0,0.0,0.0,169.0,0.1,32,7
accuracy,0.15356820234869015,0.15356820234869015,0.15356820234869015,0.15356820234869015,0.1,32,7
macro avg,0.09327731092436975,0.14380321665089876,0.03976828826768803,1107.0,0.1,32,7
weighted avg,0.09155109198150804,0.15356820234869015,0.042285989975634944,1107.0,0.1,32,7
