,precision,recall,f1-score,support,lr,bs,epoch
joy,0.6875,0.6556291390728477,0.6711864406779661,151.0,0.05000000005,16,3
fear,0.7175572519083969,0.5562130177514792,0.6266666666666667,169.0,0.05000000005,16,3
shame,0.35714285714285715,0.5095541401273885,0.4199475065616798,157.0,0.05000000005,16,3
disgust,0.4049586776859504,0.6405228758169934,0.49620253164556954,153.0,0.05000000005,16,3
guilt,0.4444444444444444,0.33121019108280253,0.3795620437956205,157.0,0.05000000005,16,3
anger,0.4777777777777778,0.2847682119205298,0.35684647302904565,151.0,0.05000000005,16,3
sadness,0.6415094339622641,0.6035502958579881,0.6219512195121951,169.0,0.05000000005,16,3
accuracy,0.5130984643179766,0.5130984643179766,0.5130984643179766,0.5130984643179766,0.05000000005,16,3
macro avg,0.5329843489888131,0.5116354102328613,0.5103375545555348,1107.0,0.05000000005,16,3
weighted avg,0.5360859064062719,0.5130984643179766,0.5128196743286854,1107.0,0.05000000005,16,3
