,precision,recall,f1-score,support,lr,bs,epoch
joy,0.0,0.0,0.0,151.0,1e-10,64,1
fear,0.15695488721804512,0.9881656804733728,0.2708840227088402,169.0,1e-10,64,1
shame,0.0,0.0,0.0,157.0,1e-10,64,1
disgust,0.1794871794871795,0.0457516339869281,0.07291666666666666,153.0,1e-10,64,1
guilt,0.0,0.0,0.0,157.0,1e-10,64,1
anger,0.0,0.0,0.0,151.0,1e-10,64,1
sadness,0.0,0.0,0.0,169.0,1e-10,64,1
accuracy,0.15718157181571815,0.15718157181571815,0.15718157181571815,0.15718157181571815,1e-10,64,1
macro avg,0.04806315238646065,0.1477024734943287,0.049114384196500986,1107.0,1e-10,64,1
weighted avg,0.048768667029257536,0.15718157181571815,0.05143238467732068,1107.0,1e-10,64,1
