,precision,recall,f1-score,support,lr,bs,epoch
joy,0.13677536231884058,1.0,0.24063745019920318,151.0,1e-10,16,5
fear,0.0,0.0,0.0,169.0,1e-10,16,5
shame,0.0,0.0,0.0,157.0,1e-10,16,5
disgust,0.0,0.0,0.0,153.0,1e-10,16,5
guilt,1.0,0.006369426751592357,0.012658227848101266,157.0,1e-10,16,5
anger,0.0,0.0,0.0,151.0,1e-10,16,5
sadness,0.0,0.0,0.0,169.0,1e-10,16,5
accuracy,0.13730803974706413,0.13730803974706413,0.13730803974706413,0.13730803974706413,1e-10,16,5
macro avg,0.16239648033126294,0.1437670609645132,0.03618509686390064,1107.0,1e-10,16,5
weighted avg,0.16048155348703247,0.13730803974706413,0.03461932859280179,1107.0,1e-10,16,5
