,precision,recall,f1-score,support,lr,bs,epoch
joy,0.6666666666666666,0.7019867549668874,0.6838709677419356,151.0,0.0375000000625,16,7
fear,0.6950354609929078,0.5798816568047337,0.632258064516129,169.0,0.0375000000625,16,7
shame,0.3739130434782609,0.5477707006369427,0.4444444444444445,157.0,0.0375000000625,16,7
disgust,0.4117647058823529,0.5490196078431373,0.47058823529411764,153.0,0.0375000000625,16,7
guilt,0.5454545454545454,0.3057324840764331,0.39183673469387753,157.0,0.0375000000625,16,7
anger,0.4672897196261682,0.33112582781456956,0.3875968992248063,151.0,0.0375000000625,16,7
sadness,0.6067415730337079,0.6390532544378699,0.622478386167147,169.0,0.0375000000625,16,7
accuracy,0.5239385727190605,0.5239385727190605,0.5239385727190605,0.5239385727190605,0.0375000000625,16,7
macro avg,0.5381236735906586,0.5220814695115105,0.5190105331546367,1107.0,0.0375000000625,16,7
weighted avg,0.5407122353596808,0.5239385727190605,0.5213534355936478,1107.0,0.0375000000625,16,7
