,precision,recall,f1-score,support,lr,bs,epoch
joy,0.6497175141242938,0.7615894039735099,0.701219512195122,151.0,0.01250000008749999,32,5
fear,0.6054054054054054,0.6627218934911243,0.632768361581921,169.0,0.01250000008749999,32,5
shame,0.5041322314049587,0.3885350318471338,0.43884892086330934,157.0,0.01250000008749999,32,5
disgust,0.4461538461538462,0.5686274509803921,0.5,153.0,0.01250000008749999,32,5
guilt,0.4146341463414634,0.43312101910828027,0.4236760124610591,157.0,0.01250000008749999,32,5
anger,0.417910447761194,0.3708609271523179,0.3929824561403509,151.0,0.01250000008749999,32,5
sadness,0.7480916030534351,0.5798816568047337,0.6533333333333333,169.0,0.01250000008749999,32,5
accuracy,0.5392953929539296,0.5392953929539296,0.5392953929539296,0.5392953929539296,0.01250000008749999,32,5
macro avg,0.5408635991777995,0.5379053404796418,0.5346897995107279,1107.0,0.01250000008749999,32,5
weighted avg,0.5442282533351215,0.5392953929539296,0.5370298989984283,1107.0,0.01250000008749999,32,5
