,precision,recall,f1-score,support,lr,bs,epoch
joy,0.0,0.0,0.0,151.0,0.0375000000625,64,7
fear,0.25,0.005917159763313609,0.011560693641618498,169.0,0.0375000000625,64,7
shame,0.14052583862194015,0.9872611464968153,0.24603174603174602,157.0,0.0375000000625,64,7
disgust,0.0,0.0,0.0,153.0,0.0375000000625,64,7
guilt,0.0,0.0,0.0,157.0,0.0375000000625,64,7
anger,0.0,0.0,0.0,151.0,0.0375000000625,64,7
sadness,0.0,0.0,0.0,169.0,0.0375000000625,64,7
accuracy,0.14092140921409213,0.14092140921409213,0.14092140921409213,0.14092140921409213,0.0375000000625,64,7
macro avg,0.05578940551742002,0.1418826151800184,0.03679891995333779,1107.0,0.0375000000625,64,7
weighted avg,0.05809625714873044,0.14092140921409213,0.03665830293804666,1107.0,0.0375000000625,64,7
