,precision,recall,f1-score,support,lr,bs,epoch
joy,0.627906976744186,0.7152317880794702,0.6687306501547988,151.0,0.0375000000625,16,13
fear,0.6077348066298343,0.650887573964497,0.6285714285714286,169.0,0.0375000000625,16,13
shame,0.44285714285714284,0.39490445859872614,0.41750841750841755,157.0,0.0375000000625,16,13
disgust,0.3915094339622642,0.5424836601307189,0.4547945205479452,153.0,0.0375000000625,16,13
guilt,0.47619047619047616,0.3184713375796178,0.381679389312977,157.0,0.0375000000625,16,13
anger,0.3945578231292517,0.3841059602649007,0.389261744966443,151.0,0.0375000000625,16,13
sadness,0.6,0.5325443786982249,0.5642633228840125,169.0,0.0375000000625,16,13
accuracy,0.5067750677506775,0.5067750677506775,0.5067750677506775,0.5067750677506775,0.0375000000625,16,13
macro avg,0.5058223799304508,0.505518451045165,0.5006870677065747,1107.0,0.0375000000625,16,13
weighted avg,0.5083024269991271,0.5067750677506775,0.5026214742313204,1107.0,0.0375000000625,16,13
