,precision,recall,f1-score,support,lr,bs,epoch
joy,0.6445783132530121,0.7086092715231788,0.6750788643533123,151.0,0.1,16,7
fear,0.79,0.46745562130177515,0.587360594795539,169.0,0.1,16,7
shame,0.2692307692307692,0.5796178343949044,0.36767676767676766,157.0,0.1,16,7
disgust,0.503448275862069,0.477124183006536,0.48993288590604034,153.0,0.1,16,7
guilt,0.47572815533980584,0.31210191082802546,0.3769230769230769,157.0,0.1,16,7
anger,0.4074074074074074,0.2913907284768212,0.33976833976833976,151.0,0.1,16,7
sadness,0.6870748299319728,0.5976331360946746,0.639240506329114,169.0,0.1,16,7
accuracy,0.4914182475158085,0.4914182475158085,0.4914182475158085,0.4914182475158085,0.1,16,7
macro avg,0.5396382501464337,0.49056181223227374,0.49656871939316993,1107.0,0.1,16,7
weighted avg,0.5442291124143664,0.4914182475158085,0.4990058004139436,1107.0,0.1,16,7
