,precision,recall,f1-score,support,lr,bs,epoch
joy,0.0,0.0,0.0,151.0,1e-10,32,13
fear,0.0,0.0,0.0,169.0,1e-10,32,13
shame,0.0,0.0,0.0,157.0,1e-10,32,13
disgust,0.1386593204775023,0.9869281045751634,0.24315619967793878,153.0,1e-10,32,13
guilt,0.0,0.0,0.0,157.0,1e-10,32,13
anger,0.2,0.006622516556291391,0.01282051282051282,151.0,1e-10,32,13
sadness,0.0,0.0,0.0,169.0,1e-10,32,13
accuracy,0.13730803974706413,0.13730803974706413,0.13730803974706413,0.13730803974706413,1e-10,32,13
macro avg,0.048379902925357474,0.14193580301877926,0.036568101785493086,1107.0,1e-10,32,13
weighted avg,0.04644523580222028,0.13730803974706413,0.03535573259857459,1107.0,1e-10,32,13
