,precision,recall,f1-score,support,lr,bs,epoch
joy,0.6571428571428571,0.7615894039735099,0.7055214723926381,151.0,0.0375000000625,32,5
fear,0.5851063829787234,0.650887573964497,0.6162464985994399,169.0,0.0375000000625,32,5
shame,0.4088397790055249,0.4713375796178344,0.4378698224852071,157.0,0.0375000000625,32,5
disgust,0.44339622641509435,0.6143790849673203,0.515068493150685,153.0,0.0375000000625,32,5
guilt,0.39901477832512317,0.5159235668789809,0.45,157.0,0.0375000000625,32,5
anger,0.68,0.11258278145695365,0.1931818181818182,151.0,0.0375000000625,32,5
sadness,0.7560975609756098,0.5502958579881657,0.6369863013698629,169.0,0.0375000000625,32,5
accuracy,0.5275519421860885,0.5275519421860885,0.5275519421860885,0.5275519421860885,0.0375000000625,32,5
macro avg,0.5613710835489903,0.5252851212638945,0.5078392008828073,1107.0,0.0375000000625,32,5
weighted avg,0.5630034562775744,0.5275519421860885,0.5110222056493111,1107.0,0.0375000000625,32,5
