,precision,recall,f1-score,support,lr,bs,epoch
joy,0.6216216216216216,0.7615894039735099,0.6845238095238095,151.0,0.025000000075,32,3
fear,0.6619718309859155,0.5562130177514792,0.6045016077170418,169.0,0.025000000075,32,3
shame,0.3804347826086957,0.445859872611465,0.4105571847507331,157.0,0.025000000075,32,3
disgust,0.48255813953488375,0.5424836601307189,0.5107692307692306,153.0,0.025000000075,32,3
guilt,0.35714285714285715,0.5414012738853503,0.43037974683544306,157.0,0.025000000075,32,3
anger,0.5147058823529411,0.23178807947019867,0.319634703196347,151.0,0.025000000075,32,3
sadness,0.788135593220339,0.5502958579881657,0.6480836236933798,169.0,0.025000000075,32,3
accuracy,0.5194218608852755,0.5194218608852755,0.5194218608852755,0.5194218608852755,0.025000000075,32,3
macro avg,0.5437958153524648,0.518518737972984,0.5154928437837122,1107.0,0.025000000075,32,3
weighted avg,0.5476826491245229,0.5194218608852755,0.5180574797613612,1107.0,0.025000000075,32,3
