,precision,recall,f1-score,support,lr,bs,epoch
joy,0.6144578313253012,0.6754966887417219,0.6435331230283912,151.0,0.0625000000375,32,11
fear,0.8214285714285714,0.13609467455621302,0.233502538071066,169.0,0.0625000000375,32,11
shame,1.0,0.012738853503184714,0.025157232704402517,157.0,0.0625000000375,32,11
disgust,0.5447154471544715,0.43790849673202614,0.4855072463768116,153.0,0.0625000000375,32,11
guilt,0.20089285714285715,0.8598726114649682,0.32569360675512665,157.0,0.0625000000375,32,11
anger,0.0,0.0,0.0,151.0,0.0625000000375,32,11
sadness,0.7652173913043478,0.5207100591715976,0.6197183098591549,169.0,0.0625000000375,32,11
accuracy,0.37669376693766937,0.37669376693766937,0.37669376693766937,0.37669376693766937,0.0625000000375,32,11
macro avg,0.5638160140507927,0.37754591202424453,0.33330172239927897,1107.0,0.0625000000375,32,11
weighted avg,0.5716422242258776,0.37669376693766937,0.3348997428801198,1107.0,0.0625000000375,32,11
