,precision,recall,f1-score,support,lr,bs,epoch
joy,0.0,0.0,0.0,151.0,0.1,32,1
fear,0.0,0.0,0.0,169.0,0.1,32,1
shame,0.0,0.0,0.0,157.0,0.1,32,1
disgust,0.0,0.0,0.0,153.0,0.1,32,1
guilt,0.0,0.0,0.0,157.0,0.1,32,1
anger,0.0,0.0,0.0,151.0,0.1,32,1
sadness,0.15280289330922242,1.0,0.26509803921568625,169.0,0.1,32,1
accuracy,0.15266485998193316,0.15266485998193316,0.15266485998193316,0.15266485998193316,0.1,32,1
macro avg,0.021828984758460346,0.14285714285714285,0.037871148459383754,1107.0,0.1,32,1
weighted avg,0.023327632311886712,0.15266485998193316,0.040471155038347764,1107.0,0.1,32,1
