,precision,recall,f1-score,support,lr,bs,epoch
joy,1.0,0.019867549668874173,0.03896103896103896,151.0,0.0375000000625,32,1
fear,0.8529411764705882,0.17159763313609466,0.2857142857142857,169.0,0.0375000000625,32,1
shame,0.45714285714285713,0.10191082802547771,0.16666666666666666,157.0,0.0375000000625,32,1
disgust,0.0,0.0,0.0,153.0,0.0375000000625,32,1
guilt,0.1527777777777778,0.9808917197452229,0.26437768240343346,157.0,0.0375000000625,32,1
anger,0.2,0.013245033112582781,0.024844720496894408,151.0,0.0375000000625,32,1
sadness,1.0,0.10059171597633136,0.18279569892473116,169.0,0.0375000000625,32,1
accuracy,0.1996386630532972,0.1996386630532972,0.1996386630532972,0.1996386630532972,0.0375000000625,32,1
macro avg,0.5232659730558891,0.19830063995208339,0.13762287045243576,1107.0,0.0375000000625,32,1
weighted avg,0.5330664846486622,0.1996386630532972,0.14136117424222902,1107.0,0.0375000000625,32,1
