,precision,recall,f1-score,support,lr,bs,epoch
joy,0.541871921182266,0.7284768211920529,0.6214689265536723,151.0,0.01250000008749999,64,3
fear,0.6428571428571429,0.5857988165680473,0.6130030959752322,169.0,0.01250000008749999,64,3
shame,0.7872340425531915,0.2356687898089172,0.3627450980392157,157.0,0.01250000008749999,64,3
disgust,0.3639344262295082,0.7254901960784313,0.4847161572052402,153.0,0.01250000008749999,64,3
guilt,0.4226190476190476,0.45222929936305734,0.4369230769230769,157.0,0.01250000008749999,64,3
anger,0.4827586206896552,0.2781456953642384,0.35294117647058826,151.0,0.01250000008749999,64,3
sadness,0.6923076923076923,0.5857988165680473,0.6346153846153847,169.0,0.01250000008749999,64,3
accuracy,0.5140018066847335,0.5140018066847335,0.5140018066847335,0.5140018066847335,0.01250000008749999,64,3
macro avg,0.5619404133483575,0.5130869192775417,0.5009161308260586,1107.0,0.01250000008749999,64,3
weighted avg,0.5654841656148812,0.5140018066847335,0.5037876461589514,1107.0,0.01250000008749999,64,3
