,precision,recall,f1-score,support,lr,bs,epoch
joy,0.0,0.0,0.0,151.0,1e-10,64,11
fear,0.0,0.0,0.0,169.0,1e-10,64,11
shame,0.15135135135135136,0.35668789808917195,0.21252371916508542,157.0,1e-10,64,11
disgust,0.1381668946648427,0.6601307189542484,0.2285067873303168,153.0,1e-10,64,11
guilt,0.0,0.0,0.0,157.0,1e-10,64,11
anger,0.0,0.0,0.0,151.0,1e-10,64,11
sadness,0.0,0.0,0.0,169.0,1e-10,64,11
accuracy,0.14182475158084915,0.14182475158084915,0.14182475158084915,0.14182475158084915,1e-10,64,11
macro avg,0.041359749430884864,0.14525980243477435,0.06300435807077175,1107.0,1e-10,64,11
weighted avg,0.04056160528083387,0.14182475158084915,0.06172336257493847,1107.0,1e-10,64,11
